Trip ID,Date and Time,Distance Driven (miles_driven),Load Type,Delivery Status,Fuel Efficiency (MPG),Diesel Fuel Used (gallons),Driver Name,Driver Experience (years),Hours Worked,Driver Profit ($),Delivery Cost ($),Fuel Cost ($),Profit Margin (%),Cost per Mile ($),Profit per Mile ($),Fuel Cost per Mile ($),Total Revenue ($),Load Time (hrs),Unload Time (hrs),Total Load/Unload Time (hrs),Customer Location,Order Quantity (gallons),Fuel Prices ($/gallon),Delivery Frequency (days)
TRIP-0511,2023-07-05 19:49:11.351351352,157,Diesel,On-Time,7.65,66,Driver_8,25,7,1718,1122,202.32,23.43,2.3,0.91,0.66,6429,2.69,1.24,3.42,CityE,3810,4.83,2
TRIP-0512,2023-07-06 04:33:52.432432432,54,Diesel,Incomplete,6.8,217,Driver_5,7,13,873,4341,824.39,20.68,3.88,1.72,1.08,8248,1.59,1.25,5.81,CityD,3888,3.47,16
TRIP-0513,2023-07-06 13:18:33.513513514,152,Ethanol,Incomplete,7.71,195,Driver_10,28,11,1470,4176,1182.45,16.79,3.63,2.48,1.94,4445,2.58,2.13,4.55,CityC,1495,4.56,4
TRIP-0514,2023-07-06 22:03:14.594594596,245,Diesel,Incomplete,7.97,232,Driver_10,3,11,742,3072,508.5,28.99,4.84,2.15,1.7,3203,1.2,1.54,5.15,CityA,6661,4.25,7
TRIP-0515,2023-07-07 06:47:55.675675676,311,Gasoline,On-Time,7.23,250,Driver_4,20,12,1787,3760,1239.14,21.9,4.72,0.77,0.71,3834,2.65,1.78,4.8,CityA,2377,3.31,18
TRIP-0516,2023-07-07 15:32:36.756756758,414,Gasoline,On-Time,5.19,202,Driver_1,6,12,1056,566,489.94,27.69,4.16,1.72,0.85,9986,2.35,1.8,2.82,CityA,8603,3.71,6
TRIP-0517,2023-07-08 00:17:17.837837838,421,Gasoline,Late,6.2,281,Driver_10,27,11,1811,4786,1262.06,23.24,3.89,2.24,1.04,3479,1.18,1.36,2.29,CityD,3764,3.35,18
TRIP-0518,2023-07-08 09:01:58.918918920,399,Diesel,On-Time,7.51,108,Driver_8,21,9,1096,1640,265.11,23.39,2.1,1.82,1.96,5856,2.37,1.0,4.91,CityA,1848,3.59,28
TRIP-0519,2023-07-08 17:46:40.000000000,96,Gasoline,On-Time,5.69,127,Driver_3,2,14,1662,2814,1319.35,7.0,4.38,1.48,0.51,1434,2.16,2.71,4.04,CityA,2751,4.23,7
TRIP-0520,2023-07-09 02:31:21.081081082,404,Gasoline,Incomplete,7.49,173,Driver_9,29,11,477,3032,823.9,13.99,2.71,2.05,0.84,2706,2.19,2.43,4.81,CityB,7790,3.75,2
TRIP-0521,2023-07-09 11:16:02.162162162,360,Ethanol,On-Time,5.36,299,Driver_10,6,9,751,4080,550.33,26.46,2.09,2.92,1.51,9260,1.58,2.38,3.91,CityD,8518,3.79,19
TRIP-0522,2023-07-09 20:00:43.243243244,473,Ethanol,On-Time,5.14,266,Driver_7,3,8,1836,1687,507.9,10.82,2.54,0.74,1.94,6725,1.53,2.09,3.25,CityD,7090,4.08,9
TRIP-0523,2023-07-10 04:45:24.324324324,357,Gasoline,Incomplete,6.15,163,Driver_3,16,9,310,4971,733.21,7.89,4.34,1.48,0.48,2904,2.53,2.4,3.14,CityA,8158,3.17,29
TRIP-0524,2023-07-10 13:30:05.405405406,193,Ethanol,On-Time,5.11,71,Driver_4,30,8,584,3839,1498.72,13.15,1.59,1.52,0.61,8018,1.51,2.87,4.92,CityD,932,4.48,4
TRIP-0525,2023-07-10 22:14:46.486486486,318,Ethanol,Incomplete,7.87,293,Driver_1,8,7,960,1048,447.44,10.51,2.82,1.94,0.61,4959,1.89,2.33,3.11,CityB,6243,3.8,14
TRIP-0526,2023-07-11 06:59:27.567567568,419,Gasoline,On-Time,7.48,207,Driver_10,2,10,1414,4587,289.34,28.13,2.97,0.88,0.24,7825,2.39,1.53,4.86,CityB,5747,3.96,5
TRIP-0527,2023-07-11 15:44:08.648648650,173,Diesel,On-Time,7.4,261,Driver_2,17,7,1713,572,939.8,26.7,1.15,0.94,1.29,7347,1.16,2.14,3.54,CityC,8215,4.95,25
TRIP-0528,2023-07-12 00:28:49.729729730,155,Diesel,Late,6.89,262,Driver_4,9,11,893,698,809.53,17.49,1.78,1.21,1.41,7156,2.19,1.88,5.08,CityB,4317,3.69,7
TRIP-0529,2023-07-12 09:13:30.810810812,207,Gasoline,On-Time,5.65,221,Driver_1,30,8,1649,3701,857.66,6.53,4.31,2.89,1.28,3713,2.18,2.11,2.57,CityC,1570,4.3,8
TRIP-0530,2023-07-12 17:58:11.891891892,196,Diesel,Incomplete,6.55,81,Driver_8,12,11,604,2281,1050.36,22.86,4.32,2.34,0.33,7194,2.37,2.04,2.82,CityA,5100,3.79,15
TRIP-0531,2023-07-13 02:42:52.972972974,194,Ethanol,On-Time,6.79,228,Driver_6,3,14,1558,1071,510.64,20.59,2.17,2.15,0.32,7512,1.74,2.72,4.74,CityC,8806,4.79,27
TRIP-0532,2023-07-13 11:27:34.054054054,169,Gasoline,Late,6.58,223,Driver_7,11,6,1432,1290,1379.4,29.26,4.5,2.54,0.58,7867,1.9,2.3,4.24,CityC,1494,4.69,19
TRIP-0533,2023-07-13 20:12:15.135135136,368,Diesel,On-Time,5.78,162,Driver_3,1,11,221,2138,738.16,18.97,4.09,0.82,0.72,4727,1.66,1.38,2.82,CityA,4818,3.48,27
TRIP-0534,2023-07-14 04:56:56.216216216,324,Diesel,On-Time,6.55,169,Driver_7,23,14,877,2331,324.27,13.41,2.67,2.65,1.62,4546,2.62,1.13,5.61,CityC,5231,4.38,11
TRIP-0535,2023-07-14 13:41:37.297297298,141,Ethanol,Incomplete,6.47,198,Driver_4,13,9,810,2355,1152.1,17.98,3.99,1.99,0.49,3303,1.26,1.85,3.1,CityB,6568,3.13,20
TRIP-0536,2023-07-14 22:26:18.378378378,107,Gasoline,Late,7.99,276,Driver_7,15,7,1431,1674,1018.19,29.48,4.85,1.34,0.28,4681,2.93,1.03,3.68,CityA,8170,4.93,23
TRIP-0537,2023-07-15 07:10:59.459459460,488,Gasoline,On-Time,7.69,171,Driver_9,26,9,207,4240,576.25,22.41,2.84,2.54,0.91,8852,2.27,1.64,2.81,CityD,5267,3.7,4
TRIP-0538,2023-07-15 15:55:40.540540542,395,Ethanol,On-Time,6.39,81,Driver_10,5,6,901,3777,989.05,21.8,1.95,2.51,0.95,4221,2.77,1.74,3.55,CityC,1457,4.66,18
TRIP-0539,2023-07-16 00:40:21.621621622,278,Gasoline,Incomplete,6.87,271,Driver_8,21,8,1910,678,446.81,11.02,4.77,2.61,1.01,5374,1.85,1.75,3.97,CityB,8787,3.64,14
TRIP-0540,2023-07-16 09:25:02.702702704,166,Gasoline,On-Time,7.24,168,Driver_1,30,14,728,2744,750.53,23.59,3.41,0.79,1.69,2082,1.66,2.96,3.18,CityD,2654,4.27,26
TRIP-0541,2023-07-16 18:09:43.783783784,367,Ethanol,On-Time,5.1,88,Driver_3,17,10,801,4586,1364.21,23.76,1.42,2.92,0.38,9637,2.8,1.61,5.08,CityA,1131,4.97,6
TRIP-0542,2023-07-17 02:54:24.864864866,328,Ethanol,On-Time,7.68,290,Driver_9,25,11,1876,1234,330.27,12.93,3.29,2.9,1.47,2592,1.2,1.53,3.58,CityA,6545,4.75,25
TRIP-0543,2023-07-17 11:39:05.945945946,176,Diesel,Late,7.58,61,Driver_4,23,8,856,1298,672.04,17.09,3.0,1.39,0.81,6608,1.23,1.26,4.92,CityA,1197,3.32,16
TRIP-0544,2023-07-17 20:23:47.027027028,442,Gasoline,On-Time,6.37,282,Driver_9,24,10,365,1287,1258.54,12.37,4.42,0.66,0.76,6526,1.6,2.02,2.83,CityB,531,4.09,18
TRIP-0545,2023-07-18 05:08:28.108108108,445,Ethanol,Incomplete,6.17,224,Driver_6,25,13,1048,3295,1458.81,11.47,3.12,0.92,1.88,6179,2.92,1.31,3.51,CityD,6709,3.7,1
TRIP-0546,2023-07-18 13:53:09.189189190,178,Diesel,Late,5.82,67,Driver_8,6,11,695,4804,762.8,5.65,2.02,2.98,0.65,7472,2.27,2.23,2.03,CityA,5374,3.87,8
TRIP-0547,2023-07-18 22:37:50.270270270,107,Gasoline,On-Time,6.43,198,Driver_9,28,9,789,3584,834.45,12.13,3.7,1.91,1.36,3775,2.11,1.31,5.03,CityB,6062,3.67,1
TRIP-0548,2023-07-19 07:22:31.351351352,171,Diesel,On-Time,5.13,190,Driver_7,21,7,628,3418,922.43,18.85,3.17,1.39,0.7,2590,2.41,2.15,4.5,CityE,9240,3.67,1
TRIP-0549,2023-07-19 16:07:12.432432432,50,Ethanol,Late,7.56,198,Driver_6,22,14,973,1231,1408.67,5.04,1.93,1.22,1.11,7004,1.83,2.65,5.27,CityB,2748,4.09,19
TRIP-0550,2023-07-20 00:51:53.513513514,288,Gasoline,On-Time,5.11,175,Driver_3,11,6,362,1629,1308.58,12.08,3.29,1.14,1.62,8230,2.52,1.09,3.82,CityE,6692,3.38,21
TRIP-0551,2023-07-20 09:36:34.594594596,339,Diesel,On-Time,5.99,185,Driver_8,18,6,565,3946,380.31,27.04,4.29,2.16,1.79,3231,1.79,1.84,5.2,CityD,6906,4.07,29
TRIP-0552,2023-07-20 18:21:15.675675676,145,Ethanol,Incomplete,7.79,95,Driver_9,4,9,1749,2105,739.62,19.84,1.11,1.55,1.71,6118,2.65,1.92,4.59,CityA,1656,3.56,28
TRIP-0553,2023-07-21 03:05:56.756756758,175,Ethanol,Late,7.21,153,Driver_6,3,12,1462,4278,776.4,20.2,3.52,2.91,1.25,7454,1.53,2.58,2.01,CityA,9035,3.58,25
TRIP-0554,2023-07-21 11:50:37.837837838,167,Ethanol,Incomplete,5.84,287,Driver_9,13,6,271,3245,1215.28,15.08,2.4,2.21,0.65,8960,1.56,1.94,3.01,CityC,5795,4.48,27
TRIP-0555,2023-07-21 20:35:18.918918920,97,Ethanol,On-Time,5.76,184,Driver_6,23,14,1668,3670,963.91,21.91,2.17,2.48,1.39,2561,2.04,2.14,3.98,CityA,6654,3.06,10
TRIP-0556,2023-07-22 05:20:00.000000000,138,Ethanol,Incomplete,5.02,200,Driver_5,9,9,854,3433,1033.2,9.75,2.57,1.23,1.48,4646,1.86,2.58,4.47,CityD,2748,3.76,18
TRIP-0557,2023-07-22 14:04:41.081081082,286,Ethanol,On-Time,7.09,285,Driver_10,21,8,1732,1715,1497.57,25.47,2.37,0.7,0.22,8596,2.3,2.12,2.26,CityB,9636,3.82,12
TRIP-0558,2023-07-22 22:49:22.162162162,422,Ethanol,Late,5.15,273,Driver_8,6,6,468,824,251.2,7.92,4.33,1.72,0.99,8240,1.73,1.72,4.82,CityD,3785,3.97,28
TRIP-0559,2023-07-23 07:34:03.243243244,434,Diesel,Late,6.6,252,Driver_4,26,9,1976,2350,451.06,21.4,2.1,1.29,1.72,5942,1.46,1.17,4.17,CityA,2503,4.34,17
TRIP-0560,2023-07-23 16:18:44.324324324,321,Gasoline,Late,7.89,135,Driver_4,30,14,614,1990,700.66,13.53,3.93,1.01,1.08,4238,1.94,2.46,4.1,CityB,4115,3.74,1
TRIP-0561,2023-07-24 01:03:25.405405406,238,Gasoline,Incomplete,5.33,199,Driver_5,28,11,1468,1393,619.51,23.69,1.38,2.88,0.76,2600,2.12,2.74,3.17,CityD,4172,3.43,8
TRIP-0562,2023-07-24 09:48:06.486486488,241,Diesel,Incomplete,7.68,284,Driver_9,12,11,1215,1890,179.22,18.74,4.81,1.61,1.77,6700,1.29,2.94,4.38,CityA,7958,4.77,10
TRIP-0563,2023-07-24 18:32:47.567567568,496,Ethanol,On-Time,7.97,138,Driver_5,2,6,874,3889,273.9,16.31,3.49,0.94,0.48,7071,2.11,2.85,2.11,CityA,2655,4.96,26
TRIP-0564,2023-07-25 03:17:28.648648650,118,Gasoline,Late,5.18,71,Driver_4,3,7,1283,4739,1069.29,9.24,3.83,1.0,0.57,1709,1.64,2.59,2.26,CityA,3979,3.04,10
TRIP-0565,2023-07-25 12:02:09.729729730,327,Ethanol,Incomplete,7.65,141,Driver_5,3,11,205,4979,1337.09,20.92,2.19,1.2,1.44,3971,1.78,2.29,4.94,CityC,551,4.09,18
TRIP-0566,2023-07-25 20:46:50.810810812,398,Gasoline,On-Time,6.55,78,Driver_5,28,7,1932,2763,844.21,29.37,2.65,3.0,0.83,1793,1.56,2.56,3.29,CityC,2659,3.68,29
TRIP-0567,2023-07-26 05:31:31.891891892,296,Ethanol,Incomplete,7.72,62,Driver_4,12,8,1181,3932,877.91,25.64,1.9,1.17,1.48,4099,2.86,1.86,3.39,CityC,4890,3.55,9
TRIP-0568,2023-07-26 14:16:12.972972974,500,Diesel,On-Time,6.71,259,Driver_8,15,9,769,2871,494.38,6.5,4.73,1.32,0.48,7030,2.37,2.19,2.83,CityB,4151,3.67,25
TRIP-0569,2023-07-26 23:00:54.054054054,125,Ethanol,Incomplete,6.99,51,Driver_6,9,10,606,3586,1186.63,14.41,2.95,2.15,0.65,6765,1.52,1.7,3.78,CityD,7856,4.28,2
TRIP-0570,2023-07-27 07:45:35.135135136,203,Gasoline,Incomplete,6.63,78,Driver_8,23,14,1440,4812,1164.92,28.14,3.52,1.23,0.48,1026,2.29,1.65,2.21,CityB,2612,3.38,3
TRIP-0571,2023-07-27 16:30:16.216216216,193,Ethanol,Incomplete,7.59,262,Driver_6,8,9,225,2015,944.29,17.58,3.94,1.04,1.92,7693,2.7,2.51,3.2,CityB,6265,4.83,2
TRIP-0572,2023-07-28 01:14:57.297297298,484,Gasoline,Late,7.2,256,Driver_9,11,14,1228,3417,437.1,21.55,2.48,0.9,0.93,6322,1.8,1.91,4.11,CityA,1854,3.93,6
TRIP-0573,2023-07-28 09:59:38.378378378,135,Ethanol,Late,6.56,229,Driver_5,16,8,1185,2852,280.97,27.81,3.88,1.28,0.81,9276,2.66,1.42,3.86,CityE,6120,3.65,23
TRIP-0574,2023-07-28 18:44:19.459459460,234,Gasoline,Incomplete,7.6,76,Driver_5,26,13,1755,1667,236.72,26.84,3.7,0.76,0.23,6951,1.31,1.4,6.0,CityE,4254,4.53,12
TRIP-0575,2023-07-29 03:29:00.540540540,334,Gasoline,On-Time,5.74,99,Driver_2,27,6,589,610,950.14,17.55,3.82,0.55,0.48,4101,2.65,2.72,3.56,CityA,709,3.03,22
TRIP-0576,2023-07-29 12:13:41.621621624,269,Gasoline,On-Time,5.47,144,Driver_10,25,14,909,4827,1263.8,15.94,2.96,2.51,0.96,7609,2.08,2.36,3.55,CityE,6732,3.86,19
TRIP-0577,2023-07-29 20:58:22.702702704,118,Ethanol,Late,5.48,256,Driver_9,22,14,770,4155,1308.75,13.49,2.53,0.84,0.32,6309,1.45,2.09,4.01,CityB,8346,3.71,28
TRIP-0578,2023-07-30 05:43:03.783783784,96,Gasoline,Late,6.0,292,Driver_7,4,7,1671,4293,775.89,22.98,1.89,2.44,1.12,1011,1.81,1.8,2.76,CityD,6671,3.68,15
TRIP-0579,2023-07-30 14:27:44.864864864,143,Ethanol,Late,5.72,200,Driver_7,28,9,953,2255,1208.77,12.17,4.3,2.49,1.02,8770,2.98,1.86,5.51,CityC,737,3.67,19
TRIP-0580,2023-07-30 23:12:25.945945948,287,Diesel,Incomplete,7.79,137,Driver_6,1,13,345,2077,1428.29,11.25,3.43,1.84,1.58,6413,2.57,1.11,4.29,CityB,9027,3.06,12
TRIP-0581,2023-07-31 07:57:07.027027028,495,Diesel,On-Time,5.32,93,Driver_3,24,12,1611,1796,521.48,13.91,2.78,1.27,1.39,6774,2.15,1.91,2.77,CityB,8575,3.3,18
TRIP-0582,2023-07-31 16:41:48.108108108,253,Gasoline,Late,7.1,254,Driver_5,7,6,984,4274,687.25,9.43,4.78,0.86,1.0,1179,1.23,2.59,5.17,CityD,2076,3.28,16
TRIP-0583,2023-08-01 01:26:29.189189188,449,Ethanol,Incomplete,5.57,71,Driver_1,2,10,1472,2720,1407.5,22.38,1.19,2.34,0.6,1796,1.84,1.78,2.14,CityE,9191,4.98,2
TRIP-0584,2023-08-01 10:11:10.270270272,267,Gasoline,Late,7.64,220,Driver_5,24,12,725,1472,606.61,20.41,4.4,2.0,1.51,8279,1.53,1.77,5.93,CityD,9482,3.04,11
TRIP-0585,2023-08-01 18:55:51.351351352,481,Ethanol,On-Time,7.88,214,Driver_2,28,9,1685,1530,1383.73,17.07,4.99,2.14,1.47,8188,1.14,1.03,5.46,CityB,4040,3.33,12
TRIP-0586,2023-08-02 03:40:32.432432432,390,Ethanol,On-Time,6.4,238,Driver_6,5,6,212,3093,1474.41,14.76,4.55,0.52,0.48,8312,2.08,1.92,4.32,CityA,9827,4.95,5
TRIP-0587,2023-08-02 12:25:13.513513516,88,Diesel,Late,7.64,146,Driver_8,7,14,1102,4492,1043.44,27.73,4.24,2.82,1.85,3024,2.78,1.05,2.45,CityA,7757,4.26,27
TRIP-0588,2023-08-02 21:09:54.594594596,149,Ethanol,Incomplete,5.02,233,Driver_5,4,10,583,1413,1252.8,5.73,2.5,0.67,0.32,8666,2.35,2.14,2.86,CityB,649,3.9,27
TRIP-0589,2023-08-03 05:54:35.675675676,338,Ethanol,On-Time,7.46,52,Driver_8,5,7,755,2681,1161.89,24.23,1.93,1.42,0.3,4217,1.5,2.01,3.12,CityA,2124,3.16,24
TRIP-0590,2023-08-03 14:39:16.756756756,303,Gasoline,On-Time,5.69,240,Driver_4,24,13,1086,3697,1094.37,27.55,3.94,1.51,0.54,7584,2.15,2.68,2.96,CityE,8161,4.34,6
TRIP-0591,2023-08-03 23:23:57.837837840,271,Gasoline,On-Time,7.73,167,Driver_4,1,7,1622,1962,564.36,16.16,2.22,0.5,1.84,6285,2.89,2.16,3.99,CityD,3074,3.28,25
TRIP-0592,2023-08-04 08:08:38.918918920,406,Ethanol,Late,5.0,68,Driver_9,1,8,218,2878,227.08,18.77,1.7,1.74,1.14,8370,2.45,1.65,5.78,CityC,4928,4.34,11
TRIP-0593,2023-08-04 16:53:20.000000000,72,Diesel,Incomplete,6.67,72,Driver_5,15,6,774,3954,613.12,28.61,4.15,2.38,1.62,2519,2.38,2.03,3.78,CityD,8029,4.96,21
TRIP-0594,2023-08-05 01:38:01.081081080,299,Gasoline,Incomplete,7.27,206,Driver_9,20,7,1714,4053,1050.36,10.31,2.25,2.56,0.61,7611,2.94,2.4,4.65,CityC,4769,4.06,10
TRIP-0595,2023-08-05 10:22:42.162162164,59,Gasoline,Incomplete,5.78,79,Driver_5,19,12,950,1807,288.41,18.0,4.66,2.7,1.08,7856,2.6,1.19,4.75,CityB,8269,3.43,4
TRIP-0596,2023-08-05 19:07:23.243243244,295,Diesel,Incomplete,5.58,88,Driver_3,29,7,1203,1689,166.09,16.87,4.36,1.72,0.84,3432,1.27,2.24,5.49,CityB,2608,4.25,9
TRIP-0597,2023-08-06 03:52:04.324324324,374,Gasoline,Incomplete,5.25,157,Driver_2,10,11,618,1187,338.58,11.46,4.39,2.08,1.69,7457,1.7,2.83,2.14,CityC,4447,4.03,12
TRIP-0598,2023-08-06 12:36:45.405405404,149,Ethanol,Late,5.98,160,Driver_10,28,8,1560,1707,1116.24,25.46,4.09,0.7,0.24,5866,2.93,1.6,3.62,CityA,8399,4.07,10
TRIP-0599,2023-08-06 21:21:26.486486488,339,Ethanol,Late,6.68,74,Driver_10,18,9,618,2394,1463.27,27.49,4.52,1.72,0.64,6054,1.98,2.25,5.14,CityB,5414,3.96,27
TRIP-0600,2023-08-07 06:06:07.567567568,229,Ethanol,Incomplete,5.35,177,Driver_4,28,13,1835,2311,1477.14,24.55,4.22,0.89,0.47,3070,1.22,2.64,5.26,CityE,7167,4.35,14
TRIP-0601,2023-08-07 14:50:48.648648648,272,Gasoline,Incomplete,6.13,278,Driver_4,3,8,1898,3683,816.87,9.88,3.41,1.42,1.75,2781,1.92,2.02,5.71,CityE,2763,4.14,5
TRIP-0602,2023-08-07 23:35:29.729729732,443,Gasoline,Late,5.03,160,Driver_1,11,11,321,4297,1323.63,7.17,2.18,1.32,1.04,9530,2.39,2.44,4.81,CityE,4315,4.97,1
TRIP-0603,2023-08-08 08:20:10.810810812,299,Gasoline,Late,7.46,185,Driver_9,15,6,631,2144,1144.72,20.14,4.55,1.56,0.93,2516,3.0,1.62,2.98,CityE,1077,4.65,5
TRIP-0604,2023-08-08 17:04:51.891891892,196,Gasoline,Incomplete,5.39,155,Driver_4,27,12,243,4468,826.4,6.43,4.36,1.93,1.01,6491,1.65,1.61,4.02,CityC,922,3.53,16
TRIP-0605,2023-08-09 01:49:32.972972972,491,Ethanol,Incomplete,5.85,235,Driver_4,30,13,1540,3216,923.23,21.82,2.89,2.76,1.95,6949,2.03,2.34,2.13,CityA,3263,4.45,5
TRIP-0606,2023-08-09 10:34:14.054054056,145,Diesel,Late,5.06,193,Driver_1,11,13,580,690,335.26,18.26,1.16,1.49,1.73,4290,2.76,2.41,4.59,CityC,1729,3.43,5
TRIP-0607,2023-08-09 19:18:55.135135136,306,Ethanol,On-Time,6.3,121,Driver_2,17,8,344,1835,1415.84,21.57,3.55,2.95,1.47,5570,1.71,2.87,4.22,CityB,3676,4.56,29
TRIP-0608,2023-08-10 04:03:36.216216216,374,Gasoline,Incomplete,7.52,178,Driver_7,17,6,1550,3606,625.11,19.75,1.2,2.4,0.72,2379,1.22,1.45,4.67,CityE,9445,3.3,18
TRIP-0609,2023-08-10 12:48:17.297297296,53,Ethanol,On-Time,6.18,157,Driver_6,6,14,562,878,752.3,15.57,4.71,1.78,0.5,8670,2.9,1.94,5.72,CityE,1187,3.95,29
TRIP-0610,2023-08-10 21:32:58.378378380,65,Diesel,Incomplete,5.54,54,Driver_8,5,11,1273,4982,1056.74,10.02,4.85,2.11,1.86,1800,1.98,1.5,4.75,CityE,1222,4.58,6
TRIP-0611,2023-08-11 06:17:39.459459460,329,Ethanol,Incomplete,7.26,52,Driver_2,8,14,1288,4329,600.77,12.64,1.76,0.76,0.96,6267,2.01,1.16,3.28,CityB,1246,3.56,21
TRIP-0612,2023-08-11 15:02:20.540540540,385,Diesel,Incomplete,7.37,242,Driver_3,2,12,554,1115,493.25,18.11,3.71,2.61,0.7,4495,2.24,1.81,2.79,CityD,4837,4.67,18
TRIP-0613,2023-08-11 23:47:01.621621624,296,Gasoline,Incomplete,5.52,181,Driver_1,16,6,999,2830,1001.92,21.3,1.37,1.96,1.05,4257,1.01,1.75,5.42,CityC,3212,4.29,28
TRIP-0614,2023-08-12 08:31:42.702702704,307,Ethanol,On-Time,7.31,153,Driver_9,20,6,1387,2254,183.73,24.49,3.92,2.97,1.85,7558,2.86,1.54,2.78,CityA,1207,3.8,10
TRIP-0615,2023-08-12 17:16:23.783783784,433,Ethanol,Late,7.84,276,Driver_3,24,11,1364,963,1122.98,24.18,2.39,2.09,0.9,1981,1.72,1.59,2.65,CityB,9126,3.85,15
TRIP-0616,2023-08-13 02:01:04.864864864,209,Ethanol,Late,5.5,273,Driver_7,12,10,1025,1466,843.93,29.32,3.72,2.59,1.21,3088,1.79,1.72,2.83,CityD,983,4.85,30
TRIP-0617,2023-08-13 10:45:45.945945948,389,Ethanol,On-Time,7.31,113,Driver_8,6,14,1351,4767,967.77,12.15,2.49,2.5,1.65,3952,1.35,2.98,4.04,CityD,2033,3.44,24
TRIP-0618,2023-08-13 19:30:27.027027028,201,Gasoline,Late,7.13,155,Driver_8,1,7,597,3658,1003.04,6.78,1.58,1.36,0.97,3126,1.76,2.57,2.5,CityA,669,4.39,22
TRIP-0619,2023-08-14 04:15:08.108108108,445,Diesel,Late,6.42,147,Driver_4,4,13,1079,4124,861.52,13.64,2.62,1.15,0.62,5812,2.61,1.14,5.75,CityB,1520,4.41,11
TRIP-0620,2023-08-14 12:59:49.189189188,227,Diesel,Late,5.17,284,Driver_5,17,10,662,1189,936.42,23.58,1.45,1.58,1.99,9063,2.6,2.74,5.87,CityD,7593,4.84,26
TRIP-0621,2023-08-14 21:44:30.270270272,212,Ethanol,Late,5.22,266,Driver_6,13,7,1974,3122,1073.11,15.95,3.31,1.67,1.92,4861,2.87,2.27,5.9,CityE,6966,4.43,28
TRIP-0622,2023-08-15 06:29:11.351351352,429,Gasoline,Late,7.56,59,Driver_5,18,11,1007,2712,1166.71,25.44,1.16,1.1,1.72,6903,1.81,2.78,2.16,CityA,1347,4.17,27
TRIP-0623,2023-08-15 15:13:52.432432432,82,Diesel,Incomplete,7.97,198,Driver_1,5,13,386,882,1132.06,18.73,3.11,2.74,1.44,3591,2.42,1.68,5.78,CityE,9387,4.81,19
TRIP-0624,2023-08-15 23:58:33.513513516,466,Diesel,On-Time,7.03,177,Driver_2,30,9,1943,2756,1323.98,28.24,4.55,1.86,0.73,4322,2.01,1.93,5.99,CityA,3846,4.66,25
TRIP-0625,2023-08-16 08:43:14.594594596,494,Diesel,Late,6.34,95,Driver_10,24,7,931,4310,405.75,28.7,4.35,2.95,1.84,7437,2.61,2.79,5.77,CityC,4513,4.43,13
TRIP-0626,2023-08-16 17:27:55.675675676,228,Diesel,Late,6.94,280,Driver_4,24,10,1413,4003,691.55,6.73,4.53,2.53,0.7,9801,2.43,1.55,4.68,CityC,8578,3.07,27
TRIP-0627,2023-08-17 02:12:36.756756756,476,Diesel,Late,6.78,268,Driver_9,27,7,1611,1912,1429.52,16.41,4.69,1.89,1.64,3861,1.74,2.83,4.8,CityB,531,3.75,27
TRIP-0628,2023-08-17 10:57:17.837837840,150,Diesel,Incomplete,6.15,204,Driver_1,3,7,628,2083,685.4,20.24,1.42,2.87,1.85,2655,1.67,2.66,2.49,CityD,8868,4.26,30
TRIP-0629,2023-08-17 19:41:58.918918920,317,Gasoline,Late,5.2,115,Driver_3,11,11,1057,871,318.57,11.4,1.51,1.76,1.29,2755,1.5,2.96,5.5,CityE,8377,4.04,20
TRIP-0630,2023-08-18 04:26:40.000000000,372,Ethanol,Late,7.46,218,Driver_7,13,14,1507,1110,859.35,15.18,3.23,2.72,1.65,9237,2.15,1.65,2.24,CityD,6670,3.64,3
TRIP-0631,2023-08-18 13:11:21.081081080,114,Diesel,On-Time,6.12,161,Driver_3,4,9,436,615,297.81,21.94,4.58,1.4,1.63,7227,2.93,1.47,3.27,CityC,8330,3.29,16
TRIP-0632,2023-08-18 21:56:02.162162164,466,Gasoline,Incomplete,7.46,62,Driver_1,26,11,1417,946,423.85,10.67,4.9,1.45,0.55,5638,1.4,1.66,5.96,CityE,2815,4.11,7
TRIP-0633,2023-08-19 06:40:43.243243244,217,Gasoline,Late,5.76,186,Driver_7,27,12,1510,1891,1497.73,20.05,1.19,1.55,1.4,3567,1.19,2.91,3.69,CityB,565,3.57,12
TRIP-0634,2023-08-19 15:25:24.324324324,379,Ethanol,On-Time,5.0,293,Driver_8,14,11,970,3824,880.84,22.44,2.42,1.87,0.37,4123,1.24,1.67,2.52,CityD,2428,3.47,29
TRIP-0635,2023-08-20 00:10:05.405405408,92,Ethanol,On-Time,5.48,213,Driver_3,22,13,957,1840,533.48,7.26,1.85,1.88,1.11,6164,2.57,2.13,5.88,CityA,5511,3.8,15
TRIP-0636,2023-08-20 08:54:46.486486488,93,Diesel,On-Time,6.41,135,Driver_5,11,9,335,3439,1492.95,17.44,4.02,1.74,0.49,8081,1.7,1.81,5.94,CityA,8033,4.57,30
TRIP-0637,2023-08-20 17:39:27.567567568,334,Ethanol,On-Time,7.83,283,Driver_1,27,6,991,4199,1454.85,11.58,3.56,1.27,0.95,5907,1.45,1.79,2.75,CityE,6725,3.98,8
TRIP-0638,2023-08-21 02:24:08.648648648,446,Ethanol,Late,5.31,139,Driver_1,10,12,370,1573,745.0,23.11,1.48,2.82,1.7,5962,1.71,1.39,5.46,CityA,5947,3.43,23
